NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,B10,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,C21,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,C25,C26,C7,D1_1,D1_2,D2,D3,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,G1,G2,G20,G4,G5,G6,G7,G21,G8,G22,G11,G12,G13,H2,H3,WGT1,S_Gender,S_Age,S_Ethnicity,S_Education,S_Income
2018014917,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,5,2, , ,98,4,2,2, , , ,1,1,3,1,1, ,1,1,2,1,2,1,2,1,2,6,1,2,6,8,98,98,3,3,4,5,1,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,10,5,7,1,98,2,1,2,98,98,3,2,3,2,1,0.910655279,1,3,1,1,1
2018014921,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,99,98, , ,98,3,1,1,5,2,2,1,1,3,1,1, ,1,1,3,1,2,2,1,2,6,1,2,2,5,2,2,2,3,3,3,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2, ,1, ,7,5,5,2,98,99,99,2,1,2,3,3,4,1,1,0.609443224,2,3,1,2,2
2018014922,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,10,98, , ,1,2,2,1,98,2,2,3,2,2,1,1,1,2,1,2,1,2,1,1,1,3,9,1,1,9,9,5,3,3,1,2,6,2,3,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,98,1,1, ,1,1,6,4,4,1,2,2,1,1,1,98,1,3,1,1,1,0.609443224,1,3,1,2,3
2018014923,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,4,7,1,98, ,2,2,1,2, , , ,2,3,3,3,2,1,2,3,2,3,2,1,1,2,5,8,1,2,7,8,5,2,1,1,6,7,1,3,3,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,98,1,98,7,6,6,4,2,2,98,1,5,1,1,2,3,98,1,0.874876747,1,2,1,2,2
2018014936,2,1,1,1,2,1,2,2,2,2,98,98,2,2,98,3,99,98, , ,1,3,1,2, , , ,3,2,1,1,1,2,1,2,1,1,1,98,98,1,98, ,1,2,9,8,5,3,98,98,4,8,1,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,98,2, ,2, ,6,6,7,1,2,3,1,1,1,1,3,98,2,1,1,0.910655279,2,3,1,1,2
2018014940,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,98,6,98, , ,2,2,1,1,5,2,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,3,10,2,1,2,5,3,3,1,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,4,4,5,1,98,98,98,2,98,98,98,98,98,1,1,1.566607663,1,1,1,2,2
2018014949,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,7,2, , ,2,4,98,2, , , ,3,1,1,1,1,98,1,1,1,1,2,2,2,98,98, ,2,2,6,6,98,2,3,98,4,6,98,3,98,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,1,1,4,1,98,98,98,2,98,98,98,98,98,1,1,0.910655279,1,3,1,1,2
2018014965,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2, , ,2,4,2,1,4,2,2,3,2,2,1,1,1,3,2,1,1,2,1,2,1,4,9,1,2,8,8,3,3,3,3,5,7,1,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,7,5,6,1,2,2,1,1,1,2,3,1,4,1,1,0.609443224,1,3,2,2,3
2018014978,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,6,1,2, ,2,2,1,1,3,2,98,2,3,1,1,1,1,3,2,2,1,2,1,2,2,2,5,2,1,4,4,3,2,3,3,3,3,2,3,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2, ,1, ,4,3,5,1,2,2,1,2,4,2,3,2,1,1,1,0.874876747,2,2,1,2,2
2018014981,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2, , ,2,3,1,1,98,2,2,1,1,2,1,1, ,1,1,1,1,2,2,2,2,1,9,2,2,8,3,2,2,3,3,5,4,2,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,7,4,5,1,2,3,1,2,1,98,98,3,3,1,1,0.910655279,1,3,1,1,1
2018014983,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,98,9,98, , ,2,3,2,1,4,2,2,2,3,2,1,1,2,3,1,1,1,2,1,2,1,3,9,2,2,3,3,3,3,3,3,4,3,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2, ,1, ,6,4,6,1,2,3,1,1,1,98,3,98,98,2,1,0.910655279,1,3,1,1,1
2018014985,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,5,98, , ,2,2,2,1,3,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,3,4,1,2,8,7,5,2,3,3,3,6,98,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2, ,2, ,5,4,6,1,2,3,1,2,98,98,1,2,1,2,2,0.874876747,2,2,1,2,3
2018014986,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,98, , ,2,3,2,1,5,2,2,1,1,3,1,1, ,1,3,2,1,2,2,2,2,1,9,2,2,9,9,3,2,3,3,3,9,1,3,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2, ,1, ,8,6,6,1,2,1,1,2,5,98,3,1,3,1,1,0.874876747,1,2,1,2,1
2018014987,1,1,1,1,1,1,98,98,1,2,98,1,2,98,2,2,9,98, , ,2,2,1,1,4,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,3,10,1,1,6,5,3,2,1,1,2,1,1,98,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2, ,2,2,1,2,2,3,1,2,1,2,3,2,2,1,2,0.874876747,2,2,1,2,3
2018014992,1,1,1,98,2,1,2,2,2,2,2,2,2,2,2,1,1,98, , ,1,4,2,1,98,2,2,3,1,1,1,1,2,1,1,1,1,98,1,98,1,98, ,2,2,9,6,98,2,3,98,3,6,1,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,1,1,2,1,98,1,1,1,98,98,98,2,98,1,1,1.566607663,2,1,2,2,1
2018015009,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,7,2, , ,2,2,1,1,5,2,2,1,1,3,1,1, ,1,2,2,1,2,1,1,2,6,8,2,2,8,2,5,3,3,3,6,6,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,98,2,1,2,2,1,1,1,2,2,2,2, ,8,5,6,1,3,3,2,2,5,1,3,2,4,1,1,1.493157591,1,2,1,1,1
2018015022,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2, , ,2,3,3,1,3,1,1,1,1,3,3,1, ,1,1,2,1,2,1,2,2,3,5,2,1,7,7,3,3,3,3,7,5,2,3,3,2,2,1,1,1,98,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1, ,2,2,10,4,5,1,2,98,1,2,1,2,3,2,4,1,1,0.910655279,1,3,1,1,2
2018015025,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,3,8,1,2, ,2,3,1,1,5,2,2,1,1,3,1,1, ,1,1,3,3,2,2,1,1,2,8,2,2,8,6,3,2,3,3,2,5,98,3,4,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2, ,1, ,7,5,6,1,2,2,1,2,1,2,3,98,4,2,1,0.609443224,2,3,1,2,2
2018015026,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,8,2, , ,2,3,1,2, , , ,3,1,1,1,1,1,1,1,1,1,2,2,2,1,98, ,1,2,5,5,2,2,3,3,4,6,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,6,4,5,98,98,98,1,1,98,98,98,98,98,2,1,0.910655279,1,3,1,1,1
2018015029,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,8,2, , ,98,3,2,1,5,2,2,3,2,2,1,1,2,2,1,1,1,1,2,1,1,2,8,2,2,8,7,3,2,3,3,2,7,98,3,98,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1, ,5,7,7,1,4,98,1,1,1,1,1,2,1,1,1,0.910655279,1,3,1,1,2
2018015042,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,98,2, , ,2,3,98,1,98,2,2,2,3,2,1,1,1,2,2,1,1,2,2,1,2,1,5,2,2,6,6,3,2,1,1,4,7,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2, ,7,4,5,1,2,2,98,2,98,98,3,98,98,2,1,0.910655279,1,3,1,1,2
2018015049,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2, , ,2,4,2,1,4,2,2,1,1,3,1,1, ,1,1,2,1,2,1,2,2,2,6,2,2,6,4,3,2,3,3,4,4,98,3,3,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2, ,2, ,6,4,5,1,98,2,1,2,1,98,3,1,98,1,1,0.609443224,2,3,1,2,2
2018015050,2,1,1,1,1,1,98,2,2,2,2,2,2,2,2,98,6,98, , ,2,3,98,1,4,2,98,1,1,3,1,1, ,1,1,3,1,2,1,2,2,98, ,2,2,5,4,98,98,1,1,5,3,2,1,4,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,7,5,6,1,2,98,1,1,1,3,3,99,3,1,2,0.609443224,2,3,1,2,3
2018015063,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,7,1,1,2,2,1,1,1,3,1,1,2,3,2,3,3,1,3,3,2,3,2,1,1,1,5,10,1,1,10,10,4,3,2,1,5,10,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1, , ,1,9,6,7,2,1,2,1,1,1,2,1,2,1,1,1,1.566607663,1,1,1,2,3
2018015075,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,4,1,2, , ,2,2,1,1,5,2,1,1,1,3,1,1, ,1,1,3,3,2,2,98,1,3,9,2,2,5,1,3,2,3,1,1,1,2,2,3,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2, ,2, ,10,6,7,1,2,2,1,2,1,2,1,1,4,1,1,1.493157591,1,2,1,1,1
2018015091,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,8,2, , ,2,2,1,1,98,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,1,99, ,1,2,8,7,98,3,3,3,2,8,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,8,6,6,1,2,3,1,1,5,98,98,2,3,2,1,0.910655279,1,3,2,1,2
2018015103,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2, , ,2,4,3,2, , , ,2,2,3,3,2,2,3,2,2,2,2,2,2,2,1,10,2,2,10,10,1,2,3,3,7,10,2,4,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2, , , ,10,7,7,4,98,98,1,1,3,3,1,98,1,1,1,1.493157591,1,2,1,1,1
2018015114,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,4,8,1,1,2,1,2,2,1,3,2,1,3,2,3,2,1,1,3,3,2,2,2,1,1,1,5,10,1,1,9,1,5,3,1,1,4,7,2,3,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,6,7,2,1,2,1,1,5,3,1,3,3,1,1,0.874876747,1,2,2,2,3
2018015119,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,99,98, , ,98,3,2,1,4,2,2,3,3,2,1,1,2,2,2,1,1,2,1,2,1,98, ,98,2,8,8,98,2,3,3,4,8,2,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2, ,6,5,5,1,98,98,1,98,98,98,98,1,2,1,1,0.609443224,2,3,1,2,3
2018015125,2,1,1,1,1,1,99,1,99,99,99,99,99,99,1,2,8,2, , ,2,3,1,1,4,2,2,2,3,3,1,1,1,3,1,1,1,2,1,1,2,3,6,2,2,98,98,3,2,3,3,3,8,99,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,1,1,1,1,1, ,2,2,7,6,7,1,2,3,1,1,5,1,3,98,3,1,2,0.910655279,2,3,1,1,1
2018015131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,1,1,3,3,3,3,3,1,3,3,3,3,1,1,1,1,6,10,1,1,10,10,6,1,1,1,7,10,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1.493157591,1,2,1,1,1
2018015132,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,5,98, , ,2,3,2,2, , , ,3,1,1,1,1,1,3,2,1,1,2,1,2,2,2,10,1,2,9,9,2,2,3,3,2,8,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,8,5,6,1,2,2,1,1,98,98,3,2,2,1,1,0.910655279,2,3,1,1,1
2018015139,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,8,2, , ,2,2,2,1,5,2,98,3,2,2,1,1,1,2,1,1,1,1,2,1,2,2,10,1,2,5,5,3,2,3,3,3,9,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,1, ,8,6,6,1,2,2,2,2,1,1,3,3,4,1,1,0.609443224,1,3,1,2,1
2018015145,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,7,2, , ,2,3,1,1,5,2,2,2,2,2,1,1,1,2,1,1,1,98,1,1,1,4,6,1,2,5,6,3,2,3,3,4,6,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,8,5,6,1,2,2,1,1,98,2,1,1,1,2,1,0.910655279,2,3,1,1,1
2018015147,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,4,8,1,2, ,1,2,1,1,98,2,2,1,1,3,1,1, ,1,1,3,1,2,1,2,2,98, ,2,2,4,3,6,3,1,98,4,6,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2, ,1, ,4,3,5,2,3,1,1,1,3,2,3,2,2,2,1,0.910655279,1,3,2,1,1
2018015148,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2, , ,2,4,3,1,98,2,2,1,1,1,1,1, ,1,1,1,1,2,2,2,2,98, ,2,2,98,98,98,2,3,3,1,8,1,3,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,98,4,5,1,2,2,1,2,1,1,3,2,2,2,1,0.910655279,1,3,1,1,2
2018015152,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,4,9,2, , ,2,3,1,1,5,2,2,1,2,3,1,1, ,1,2,3,1,2,1,2,1,2,5,2,2,7,5,4,2,3,3,6,1,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1, ,2,2,6,4,7,1,2,2,2,2,1,3,3,2,3,1,1,0.874876747,2,2,1,2,3
2018015160,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,3,6,1,2, ,98,2,1,1,5,2,2,2,3,2,1,1,1,3,1,1,1,1,1,1,2,3,9,1,1,9,6,3,2,3,3,5,4,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1, ,2,2,8,5,7,1,2,2,1,2,1,2,3,98,4,2,1,0.910655279,1,3,1,1,2
2018015166,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,8,2, , ,2,3,2,1,5,2,2,1,2,3,1,1, ,1,2,1,1,2,2,1,2,2,7,2,2,8,8,3,2,3,3,3,8,1,3,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1, ,1,2,8,6,6,1,1,2,1,2,1,2,3,2,4,1,2,0.609443224,1,3,1,2,2
2018015181,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,9,98, , ,98,2,2,2, , , ,3,1,1,1,1,2,1,1,1,1,2,1,2,2,98, ,1,1,10,7,4,2,3,1,5,7,98,3,3,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1, ,1,2,8,5,5,3,2,2,1,2,1,1,1,2,3,1,1,0.609443224,1,3,1,2,3
2018015182,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , ,99,99,99,1,98,2,2,1,3,3,1,1, ,99,99,99,99,99,99,99,99,99, ,99,99,10,10,99,3,99,99,1,10,99,3,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , ,10,99,99,1,2,99,99,99,99,99,99,99,4,99,1,1.493157591,1,2,1,1,3
2018015187,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,7,2, , ,2,3,99,2, , , ,3,2,2,1,1,2,1,1,1,1,2,2,2,1,2,10,2,2,98,98,98,2,3,98,4,98,98,3,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,7,5,6,98,98,98,1,1,98,98,98,98,98,2,2,0.874876747,2,2,1,2,2
2018015188,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,4,8,2, , ,2,3,1,1,3,2,98,2,3,2,2,1,2,2,2,2,1,2,2,1,1,3,7,1,2,8,5,3,2,2,2,5,4,2,2,4,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1, ,2,2,6,5,6,1,2,2,1,1,4,98,3,3,3,1,1,0.910655279,1,3,1,1,3
2018015193,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,7,98, , ,2,4,98,2, , , ,3,1,1,1,1,1,2,1,1,1,2,1,2,1,98, ,2,2,8,7,98,2,3,3,5,7,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2, ,5,3,4,2,2,98,2,2,98,98,98,98,98,1,1,0.910655279,2,3,1,1,1
2018015205,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2, , ,2,2,1,1,5,2,2,1,1,3,2,1, ,1,1,3,1,2,1,2,2,3,8,2,2,8,5,4,3,3,2,3,6,1,3,4,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,7,6,5,1,2,2,1,98,1,1,1,3,4,1,1,0.910655279,1,3,1,1,2
2018015211,1,2,1,98,98,98,98,98,98,98,2,2,2,2,2,1,2,98, , ,98,3,98,1,3,2,2,3,3,2,1,1,1,2,1,1,1,2,2,2,2,1,6,2,2,1,1,98,1,3,3,4,3,98,2,2,1,1,2,1,1,98,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2, , , ,3,1,1,2,2,98,1,98,4,98,1,3,98,1,1,0.910655279,2,3,1,1,1
2018015213,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,9,2, , ,1,3,2,1,5,2,2,3,3,2,1,1,1,2,1,1,1,2,1,1,1,4,7,1,2,7,7,3,2,3,98,3,7,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2, ,1, ,5,5,4,1,2,98,2,2,1,98,98,1,3,1,1,0.910655279,1,3,1,1,2
2018015219,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,3,4,2, , ,2,3,2,1,4,2,2,2,3,2,1,1,1,3,1,1,1,2,1,2,1,5,8,1,2,10,8,4,2,3,3,3,8,98,3,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2, ,2, ,8,5,5,1,4,2,1,1,1,1,1,2,99,2,1,0.609443224,1,3,1,2,1
2018015224,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,8,98, , ,2,3,1,1,5,2,2,1,2,3,1,1, ,1,1,3,1,2,1,2,2,1,10,2,1,10,5,3,2,3,98,4,6,1,3,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,8,5,6,1,2,2,1,2,1,2,3,3,4,2,1,0.609443224,2,3,1,2,1
2018015225,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,4,6,1,1,2,2,2,2,1,2,2,1,1,1,3,1,1, ,1,1,3,2,2,1,2,2,1,10,2,2,9,7,3,3,1,1,2,5,1,3,3,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2, ,1, ,10,7,7,1,2,2,2,2,1,2,3,2,4,2,1,0.874876747,1,2,1,2,2
2018015230,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,4,7,2, , ,1,2,1,1,3,2,98,1,2,3,1,1, ,1,3,1,1,2,1,1,2,3,9,2,2,8,6,3,3,3,1,1,8,1,3,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1, ,2,2,6,4,5,1,98,2,1,1,98,1,1,2,3,2,1,1.493157591,1,2,1,1,2
2018015232,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,3,7,2, , ,2,3,2,1,3,2,2,1,2,3,1,1, ,1,2,3,1,2,1,1,2,3,9,2,2,8,8,3,2,3,3,2,7,1,3,3,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1, ,2,2,9,6,7,1,2,98,98,1,1,1,3,2,3,1,1,0.609443224,1,3,1,2,3
2018015240,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,10,1,2, ,2,3,1,1,5,2,2,1,3,3,1,1, ,3,2,1,1,2,1,1,2,3,10,1,1,8,4,3,3,3,3,1,6,2,3,3,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , ,9,7,7,1,2,2,2,2,1,2,1,3,4,1,2,0.609443224,1,3,1,2,3
2018015246,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,98,8,2, , ,2,4,2,1,5,2,2,1,2,3,1,1, ,1,2,2,1,1,1,2,1,2,7,2,1,8,7,3,3,1,98,4,5,2,3,3,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2, ,2, ,8,5,6,1,98,2,2,2,5,2,98,1,1,2,1,0.609443224,2,3,1,2,3
2018015248,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,4,8,1,1,1,1,3,1,1,4,1,98,1,2,3,1,1, ,1,1,3,2,2,1,1,1,2,8,2,1,10,10,5,3,1,1,4,8,2,1,3,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2, ,1, ,10,7,7,1,2,2,1,2,2,1,3,1,2,1,1,0.609443224,1,3,1,2,1
2018015250,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,7,1,2, ,2,3,2,2, , , ,2,3,3,2,2,1,2,3,2,1,1,1,1,1,4,9,2,2,9,9,3,2,1,2,5,8,1,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2, ,1, ,8,4,6,1,1,2,1,1,5,2,2,3,2,1,1,1.493157591,1,2,1,1,2
2018015262,2,1,1,1,1,98,98,98,2,1,2,2,2,2,2,1,1,98, , ,2,2,1,1,98,2,2,2,2,2,98,3,2,1,1,2,2,1,1,2,1,6,10,1,99,7,1,98,2,3,3,6,4,1,4,3,98,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2, ,2, ,6,4,5,2,4,98,1,2,98,98,1,2,98,1,1,1.566607663,2,1,2,2,1
2018015265,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,9,1,2, ,1,3,1,1,4,2,2,1,3,2,1,1, ,2,1,1,1,2,1,1,2,2,10,1,2,10,1,2,3,3,3,2,4,1,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,1, ,9,5,7,1,2,2,1,1,1,1,3,1,4,1,1,0.910655279,1,3,1,1,2
2018015266,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,3,6,1,2, ,2,2,1,1,4,2,98,1,3,2,2,1, ,2,1,1,1,1,2,1,2,4,10,1,2,10,6,4,3,3,1,3,8,1,3,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1, ,1,2,7,6,6,1,2,2,2,1,1,3,2,1,3,1,1,0.910655279,1,3,1,1,2
2018015276,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,7,98, , ,98,3,2,1,4,2,98,2,2,3,1,1,1,2,1,3,1,98,1,98,98,98, ,2,2,6,2,98,98,3,3,5,3,2,4,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2, ,2, ,6,5,4,1,2,2,1,2,1,1,98,3,98,1,1,0.874876747,1,2,1,2,3
2018015283,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,8,98, , ,2,3,1,1,4,2,98,3,2,1,1,1,2,1,2,1,1,2,98,2,1,98, ,1,2,8,8,98,98,3,3,5,8,98,3,4,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2, ,2, ,8,4,6,1,1,98,1,99,1,98,1,2,98,1,2,0.910655279,1,3,1,1,2
2018015285,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,4,9,1,1,2,1,2,2,1,4,2,2,1,1,3,1,1, ,1,1,3,3,2,1,1,2,2,8,2,2,8,8,3,3,3,3,2,9,1,3,3,2,2,1,1,1,1,2,2,98,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2, , , ,10,7,7,1,2,2,1,1,1,2,3,2,4,2,1,0.609443224,1,3,1,2,3
